Class	Name	*Description	*ID	Token	Selectable0	Selectable1	Selectable2	Selectable3	Selectable4	Selectable5	Selectable6	Selectable7	SizeX	SizeY	FrameCnt0	FrameCnt1	FrameCnt2	FrameCnt3	FrameCnt4	FrameCnt5	FrameCnt6	FrameCnt7	FrameDelta0	FrameDelta1	FrameDelta2	FrameDelta3	FrameDelta4	FrameDelta5	FrameDelta6	FrameDelta7	CycleAnim0	CycleAnim1	CycleAnim2	CycleAnim3	CycleAnim4	CycleAnim5	CycleAnim6	CycleAnim7	Lit0	Lit1	Lit2	Lit3	Lit4	Lit5	Lit6	Lit7	BlocksLight0	BlocksLight1	BlocksLight2	BlocksLight3	BlocksLight4	BlocksLight5	BlocksLight6	BlocksLight7	HasCollision0	HasCollision1	HasCollision2	HasCollision3	HasCollision4	HasCollision5	HasCollision6	HasCollision7	IsAttackable0	Start0	Start1	Start2	Start3	Start4	Start5	Start6	Start7	EnvEffect	IsDoor	BlocksVis	Orientation	OrderFlag0	OrderFlag1	OrderFlag2	OrderFlag3	OrderFlag4	OrderFlag5	OrderFlag6	OrderFlag7	PreOperate	Mode0	Mode1	Mode2	Mode3	Mode4	Mode5	Mode6	Mode7	Yoffset	Xoffset	Draw	Red	Green	Blue	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SubClass	Xspace	Yspace	NameOffset	MonsterOK	ShrineFunction	Restore	Parm0	Parm1	Parm2	Parm3	Parm4	Lockable	Gore	Sync	Damage	Overlay	CollisionSubst	Left	Top	Width	Height	OperateFn	PopulateFn	InitFn	ClientFn	RestoreVirgins	BlockMissile	DrawUnder	OpenWarp	AutoMap
TikiTorch2	ttor	expansion tiki torch	482	2p	0	0	0	0	0	0	0	0	1	1	22	22	22	0	0	0	0	0	128	128	128	128	128	128	128	128	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	-85	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ShrineBaal1	manashrine	baals	483	8n	1	0	0	0	0	0	0	0	2	2	1	13	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	0	1	2	172	0	0	0	0	0	0	100	0	0	2	172	0	0	2	2	1	0	0	0	0	0	310
ShrineBaal2	healthshrine	baals	484	8o	1	0	0	0	0	0	0	0	2	2	1	13	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	0	1	1	172	0	0	0	0	0	0	100	0	0	2	172	0	0	2	2	1	0	0	0	0	0	310
BaalTomb1	tomb1	baal's lair	485	8p	1	0	0	0	0	0	0	0	5	3	1	5	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	18	0	0	0	0	0	0	0	100	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
BaalTomb2	tomb2	baal's lair	486	8q	1	0	0	0	0	0	0	0	5	3	1	6	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	18	0	0	0	0	0	0	0	100	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
BaalTomb3	tomb3	baal's lair	487	8r	1	0	0	0	0	0	0	0	5	3	1	6	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	18	0	0	0	0	0	0	0	100	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
ShrineBaalMagic	magic shrine	baal's lair	488	8s	1	0	0	0	0	0	0	0	2	2	20	20	1	1	0	0	0	0	256	256	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	-235	0	0	1	3	206	0	0	0	0	0	0	100	0	0	3	206	0	0	2	2	1	0	0	0	0	0	310
BaalTorch1	torch1	baal's lair	489	8t	0	0	0	0	0	0	0	0	1	1	20	1	1	0	0	0	0	0	200	128	128	128	128	128	128	128	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	-85	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
BaalTorch2	torch2	baal's lair	490	8u	0	0	0	0	0	0	0	0	1	1	20	1	1	0	0	0	0	0	200	128	128	128	128	128	128	128	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	-85	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ShrineBaalMana	manashrine	snowy	491	8v	1	0	0	0	0	0	0	0	3	3	1	13	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	0	1	2	172	0	0	0	0	0	0	100	0	0	2	172	0	0	2	2	1	0	0	0	0	0	310
ShrineBaalHealth	healthshrine	snowy	492	8w	1	0	0	0	0	0	0	0	3	3	1	13	1	1	0	0	0	0	256	125	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	0	1	1	282	0	0	0	0	0	0	100	0	0	1	282	0	0	2	2	1	0	0	0	0	0	310
WellSnowy	well	snowy	493	8x	1	1	0	0	0	0	0	0	4	4	10	10	1	0	0	0	0	0	128	128	128	256	256	256	256	256	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	750	128	1	3	0	0	0	1	100	0	0	0	0	0	0	22	8	16	0	0	0	0	0	309
WaypointBaal	Waypoint	baals_waypoint	494	8y	1	0	1	0	0	0	0	0	5	5	1	20	20	0	0	0	0	0	200	200	100	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	19	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	100	100	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	64	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	23	0	17	0	0	0	0	0	307
ShrineMagicSnow1	magic shrine	snowy_shrine3	495	8z	1	0	0	0	0	0	0	0	2	2	20	13	1	1	0	0	0	0	256	256	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	-235	0	0	1	3	206	0	0	0	0	0	0	100	0	0	3	206	0	0	2	2	1	0	0	0	0	0	310
WaypointWilderness	Waypoint	wilderness_waypoint	496	5a	1	0	1	0	0	0	0	0	5	5	1	20	20	0	0	0	0	0	200	200	100	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	19	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	100	100	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	64	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	23	0	17	0	0	0	0	0	307
ShrineMagicSnow2	magic shrine	snowy_shrine3	497	5b	1	0	0	0	0	0	0	0	3	3	21	16	1	1	0	0	0	0	256	256	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	-235	0	0	1	3	206	0	0	0	0	0	0	100	0	0	3	206	0	0	2	2	1	0	0	0	0	0	310
WellBaal	well	baalslair	498	5c	1	1	0	0	0	0	0	0	3	3	10	10	1	0	0	0	0	0	128	128	128	256	256	256	256	256	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	750	128	1	3	0	0	0	0	100	0	0	0	0	0	0	22	8	16	0	0	0	0	0	309
ShrineBallMagic2	magic shrine2	baal's lair	499	5d	1	0	0	0	0	0	0	0	2	4	13	13	1	1	0	0	0	0	256	125	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	-235	0	0	1	3	206	0	0	0	0	0	0	100	0	0	3	206	0	0	2	2	1	0	0	0	0	0	310
SnowyGenericName	object1	snowy	500	5e	1	0	0	0	0	0	0	0	2	2	1	10	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	18	0	0	0	0	0	0	0	100	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
SnowChestL	woodchestL	snowy	501	5f	1	0	0	0	0	0	0	0	1	3	1	10	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	20	0	0	0	0	1	0	0	100	0	0	20	0	0	0	4	3	3	0	1	0	0	0	0
SnowChestR	woodchestR	snowy	502	5g	1	0	0	0	0	0	0	0	3	1	1	11	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	20	0	0	0	0	1	0	0	100	0	0	20	0	0	0	4	3	3	0	1	0	0	0	0
ShrineBaalMagic3	magic shrine	baals_shrine3	503	5h	1	0	0	0	0	0	0	0	3	3	13	13	1	1	0	0	0	0	256	256	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	-235	0	0	1	3	206	0	0	0	0	0	0	100	0	0	3	206	0	0	2	2	1	0	0	0	0	0	310
SnowWoodChestL	woodchest2L	snowy	504	5f	1	0	0	0	0	0	0	0	2	3	1	8	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	20	0	0	0	0	1	0	0	100	0	0	20	0	0	0	4	3	3	0	1	0	0	0	0
SnowWoodChestR	woodchest2R	snowy	505	5f	1	0	0	0	0	0	0	0	3	2	1	8	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	20	0	0	0	0	1	0	0	100	0	0	20	0	0	0	4	3	3	0	1	0	0	0	0
SnowSwingHeads	swingingheads	snowy	506	5k	0	0	0	0	0	0	0	0	5	2	22	0	0	0	0	0	0	0	120	60	175	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
SnowDebris	debris	snowy	507	5l	0	0	0	0	0	0	0	0	4	4	22	0	0	0	0	0	0	0	120	60	175	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
BreakableDoor	pene	Pen breakable door	508	2q	1	0	0	0	0	0	0	0	1	7	1	10	1	0	0	0	0	0	128	128	128	128	128	128	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	-85	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	61	3	0	0	0	0	0	0	0
ShrineTempleMagic1	magic shrine	temple	509	5h	1	0	0	0	0	0	0	0	4	3	20	13	1	1	0	0	0	0	256	256	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	-235	0	0	1	3	206	0	0	0	0	0	0	100	0	0	3	206	0	0	2	2	1	0	0	0	0	0	310
MisterPole	mrpole	snowy	510	5k	0	0	0	0	0	0	0	0	5	5	21	0	0	0	0	0	0	0	60	60	175	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
WaypointIceCave	Waypoint	icecave 	511	5a	1	0	1	0	0	0	0	0	5	5	1	20	20	0	0	0	0	0	200	200	100	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	19	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	100	100	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	64	0	0	-70	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	23	0	17	0	0	0	0	0	307
ShrineTempleMagic2	magic shrine	temple	512	5t	1	0	0	0	0	0	0	0	2	2	17	9	1	1	0	0	0	0	80	80	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	-235	0	0	1	3	206	0	0	0	0	0	0	100	0	0	3	206	0	0	2	2	1	0	0	0	0	0	310
WellTemple	well	temple	513	5q	1	1	0	0	0	0	0	0	4	4	10	10	1	0	0	0	0	0	128	128	128	256	256	256	256	256	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	750	128	1	3	0	0	0	0	100	0	0	0	0	0	0	22	8	16	0	0	0	0	0	309
Torch1Temple	torch1	temple	514	5r	0	0	0	0	0	0	0	0	1	3	20	1	1	0	0	0	0	0	128	128	128	128	128	128	128	128	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	-85	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Torch2Temple	torch1	temple	515	5s	0	0	0	0	0	0	0	0	1	1	20	1	1	0	0	0	0	0	128	128	128	128	128	128	128	128	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	-85	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Object1Temple	object1	temple	516	5u	1	0	0	0	0	0	0	0	1	1	1	8	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	18	0	0	0	0	0	0	0	100	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
Object2Temple	object2	temple	517	5v	1	0	0	0	0	0	0	0	2	2	1	9	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	18	0	0	0	0	0	0	0	100	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
Box1	mrbox	baals	518	5w	1	0	0	0	0	0	0	0	3	1	1	7	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	-55	1	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	3	1	2	0	1	0	1	0	0
WellIceCave	well	icecave	519	5x	1	1	0	0	0	0	0	0	3	3	10	10	1	0	0	0	0	0	128	128	128	256	256	256	256	256	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	1	750	128	1	3	0	0	0	0	100	0	0	0	0	0	0	22	8	16	0	0	0	0	0	309
ShrineTempleMagic3	magic shrine	temple	520	5y	1	0	0	0	0	0	0	0	2	2	20	20	1	1	0	0	0	0	200	200	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	-235	0	0	1	3	206	0	0	0	0	0	0	100	0	0	3	206	0	0	2	2	1	0	0	0	0	0	310
ShrineTempleHealth	healthshrine	temple	521	5z	1	0	0	0	0	0	0	0	3	3	1	13	1	1	0	0	0	0	256	125	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	0	1	1	282	0	0	0	0	0	0	100	0	0	1	282	0	0	2	2	1	0	0	0	0	0	310
ShrineTempleMana	manashrine	temple	522	3a	1	0	0	0	0	0	0	0	3	3	1	13	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	0	1	2	172	0	0	0	0	0	0	100	0	0	2	172	0	0	2	2	1	0	0	0	0	0	310
RedLight	red light	 (touch me)  for blacksmith	523	ss	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	160	55	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
